translation,modern_translation,bleu_score,bleurt_score,bert_score
即 使 你 有 高 太 深 池 、 珍 禽 异 兽 ，,即 使 有 台 面 池 鸟 兽 ，,5.468392650512372e-155,0.4277156591415405,0.7729855179786682
即 使 你 有 高 太 深 池 、 珍 禽 异 兽 ， 难 道 能 独 自 享 受 快 乐 吗 ？,即 使 你 有 台 面 池 养 着 鸟 与 养 禽 ， 怎 么 能 够 孤 善 哉 ？,0.11555003253757155,0.5358854532241821,0.725246787071228
难 道 能 独 自 享 受 快 乐 吗 ？,你 能 够 独 自 准 备 好 快 乐 吗 ？,0.2620251007173262,0.6520491242408752,0.8021383881568909
邹 国 与 鲁 国 交 战 。,现代汉语：邹 国 与 鲁 国 哄 哟 。,0.3655552228545123,0.5682741403579712,0.7224121689796448
邹 穆 公 对 孟 子 说 ：,穆 公 说 ：,4.958552536944106e-155,0.5238913893699646,0.839123010635376
邹 穆 公 对 孟 子 说 ： 我 的 官 吏 死 了 三 十 三 个 ，,穆 公 回 答 ： 我 的 官 吏 人 坏 死 了 三 十 三 个 ，,0.5328191817884721,0.5932672023773193,0.8961712718009949
邹 穆 公 对 孟 子 说 ： 我 的 官 吏 死 了 三 十 三 个 ， 百 姓 却 没 有 一 个 为 他 们 而 牺 牲 的 。,穆 公 问 道 ： 我 的 官 吏 死 了 三 十 三 个 ， 但 是 人 民 却 不 会 受 伤 了 。,0.347271368292901,0.5399744510650635,0.8217921853065491
我 的 官 吏 死 了 三 十 三 个 ，,我 的 官 吏 死 了 三 十 三 个 ，,1.0,0.9872302412986755,1.0
我 的 官 吏 死 了 三 十 三 个 ， 百 姓 却 没 有 一 个 为 他 们 而 牺 牲 的 。,我 的 官 ��,3.529404698872167e-80,0.03244103491306305,0.5792866349220276
百 姓 却 没 有 一 个 为 他 们 而 牺 牲 的 。,结果：不 要 杀 着 百 姓 了 。,2.9915609182707424e-155,0.2570801377296448,0.6515626311302185
杀 他 们 吧 ，,现代汉语：杀 他 们 ，,8.214546595247418e-155,0.7938140034675598,0.7430655360221863
杀 他 们 吧 ， 杀 不 了 那 么 多 ；,现代汉语：杀 他 们 ， 那 倒 是 不 会 胜 胜 过 ；,6.60585259847259e-155,0.555243194103241,0.6885175704956055
杀 不 了 那 么 多 ；,就 算 是 不 能 比 胜 诛 ；,1.2508498911928379e-231,0.5895888209342957,0.6247601509094238
不 杀 他 们 吧 ，,不 杀 他 ，,5.628705846394264e-78,0.7050739526748657,0.8504230380058289
不 杀 他 们 吧 ， 又 实 在 恨 他 们 眼 睁 睁 地 看 着 长 官 被 杀 而 不 去 营 救 。,不 杀 他 ， 那 么 看 待 他 的 长 官 却 不 救 他 死 了 ，,2.0383521973966438e-78,0.284903347492218,0.71114182472229
不 杀 他 们 吧 ， 又 实 在 恨 他 们 眼 睁 睁 地 看 着 长 官 被 杀 而 不 去 营 救 。 到 底 怎 么 办 才 好 呢 ？,不 杀 他 ， 那 又 会 怎 么 看 待 他 的 长 官 却 不 挽 救 他 呢 ？ 这 就 可 以 这 样 做 吗 ？,2.31112901848372e-78,0.4746965169906616,0.7063682675361633
又 实 在 恨 他 们 眼 睁 睁 地 看 着 长 官 被 杀 而 不 去 营 救 。,那 么,0.0,-0.040876880288124084,0.48636749386787415
又 实 在 恨 他 们 眼 睁 睁 地 看 着 长 官 被 杀 而 不 去 营 救 。 到 底 怎 么 办 才 好 呢 ？,结果：那 就 总 是 急 切 看 那 个 长 官 杀 了 自 己 而 不 救 他 ， 这 是 怎 样 才 可 以 做 的 呢 ？,6.616481518760283e-155,0.34822922945022583,0.7256051301956177
到 底 怎 么 办 才 好 呢 ？,如 果 要 怎 么 办 才 才 能 归 回 原 来 的 状 况 呢 ？,0.15989214998944032,0.7077874541282654,0.7597896456718445
孟 子 回 答 说 ：,孟 子 回 答 说 ：,1.0,1.0024054050445557,1.0
孟 子 回 答 说 ： 灾 荒 年 岁 ，,孟 子 回 答 ： 年 ��,0.25694343649393553,0.29731178283691406,0.8197516202926636
孟 子 回 答 说 ： 灾 荒 年 岁 ， 年 老 体 弱 的 弃 尸 于 山 沟 ，,孟 子 回 答 说 ： 年 坏 年 年 功 坏 ， 年 年 变 老 弱 弱 的 百 姓 转 身 到 山 河 中 ，,0.21312212858880278,0.5192691087722778,0.758759081363678
灾 荒 年 岁 ，,古 代 的 年 假 ，,1.384292958842266e-231,0.26602622866630554,0.6396328210830688
灾 荒 年 岁 ， 年 老 体 弱 的 弃 尸 于 山 沟 ，,年 坏 年 的 时 候 ， 老 百 姓 总 是 沿 着 山 河 边 岛 岛 借 用 为 自 己 的,1.2751495852793276e-231,0.31883659958839417,0.6363769769668579
灾 荒 年 岁 ， 年 老 体 弱 的 弃 尸 于 山 沟 ， 年 轻 力 壮 的 四 处 逃 荒 ，,年 坏 年 年 轻 年 轻 ， 君 主 的 百 姓 老 弱 借 沟 壑 而 转 身 ， 年 轻 勃 健 的 人 散 开 四 方 ，,2.0503265800158756e-78,0.2677658796310425,0.6809400916099548
年 老 体 弱 的 弃 尸 于 山 沟 ，,翻译结果,0.0,0.004422366619110107,0.5238587856292725
年 老 体 弱 的 弃 尸 于 山 沟 ， 年 轻 力 壮 的 四 处 逃 荒 ，,君 主 的 百 姓 老 弱 很 勤 劳 地 挖 深 沟 壑 ， 年 轻 勃 勃 的 壮 健 的 人 散 开 身 轻 轻 到 四 周 边 ，,1.8789990163151477e-78,0.23558589816093445,0.667141318321228
年 老 体 弱 的 弃 尸 于 山 沟 ， 年 轻 力 壮 的 四 处 逃 荒 ， 差 不 多 有 上 千 人 吧 ；,你 的 百 姓 老 弱 很 勤 劳 地 挖 殓 沟 壑 ， 年 轻 勃 勃 的 壮 健 的 人 散 开 来 四 方 ， 这 大 约 是 几 千 人 呢 ？,1.994526347546107e-78,0.323787659406662,0.7022040486335754
年 轻 力 壮 的 四 处 逃 荒 ，,年 轻 勇 心 的 人 散 开 在 四 个 方 面 ，,6.072910347203158e-155,0.42054611444473267,0.6452568769454956
年 轻 力 壮 的 四 处 逃 荒 ， 差 不 多 有 上 千 人 吧 ；,文言文句子：大 别 害 的 人 散 开 四 个 方 面 ， 有 各 种 不 同 的 人 数 ， 有 各 种 不 同 的 情 况 ；,1.2662006142931263e-231,0.34599947929382324,0.5650345683097839
差 不 多 有 上 千 人 吧 ；,几 千 个 别 人 就 会 来 吧 ；,6.8489908526642754e-155,0.49099200963974,0.70699542760849
而 您 的 粮 仓 里 堆 满 粮 食 ，,而 你 的 倘 在 借 贵 族 的 仓 室 里 办 ，,1.408376648685561e-231,0.20802579820156097,0.7155603170394897
而 您 的 粮 仓 里 堆 满 粮 食 ， 货 库 里 装 满 财 宝 ，,而 你 国 家,3.0296259956825964e-233,0.18641000986099243,0.6024012565612793
而 您 的 粮 仓 里 堆 满 粮 食 ， 货 库 里 装 满 财 宝 ， 官 吏 们 却 从 来 不 向 您 报 告 ，,结 果 为 ： 而 你 国 君 所 供 慢 充 丧 各 种 物 丧 ， 货 库 充 满 ， 官 吏 不 报 告 ，,3.591437009503182e-78,0.43482017517089844,0.7139632105827332
货 库 里 装 满 财 宝 ，,国 库 储 够 ，,7.951455490316087e-232,0.4828897714614868,0.6941317915916443
