translation,modern_translation,bleu_score,bleurt_score,bert_score
不 贤 的 人 就 算 有 这 些 东 西 ，,现代汉语：即使有些不贤的人， 现代汉语：即使有些不贤的人也有。,0.0,0.6188696622848511,0.7105263471603394
不 贤 的 人 就 算 有 这 些 东 西 ， 也 不 能 够 快 乐 的 。,现代汉语：即使有这样的人，但不会愉快。,0.0,0.2670653462409973,0.733508825302124
也 不 能 够 快 乐 的 。,现代汉语：也许不会很开心。,0.0,0.5937569737434387,0.6516652703285217
《 诗 经 》 说 ：,现代汉语：云的诗句表现出了 现代汉语：云的诗句表现出了 现代汉语：云的诗句表现出了其诗歌的美感和深层含义。,0.0,0.5710539817810059,0.521879255771637
《 诗 经 》 说 ： 开 始 规 划 造 灵 台 ，,现代汉语：诗歌的开头就是灵涛， 现代汉语：诗歌的开头就是灵涛。,0.0,0.6123316287994385,0.6160944104194641
《 诗 经 》 说 ： 开 始 规 划 造 灵 台 ， 仔 细 营 造 巧 安 排 。,现代汉语：诗云：从开始灵感来源于经典诗歌，它的创作充满了经典诗歌的精神和韵味。,0.0,0.4466744065284729,0.6073626279830933
开 始 规 划 造 灵 台 ，,现代汉语：经启灵耳，,0.0,0.2322480827569961,0.6097202897071838
开 始 规 划 造 灵 台 ， 仔 细 营 造 巧 安 排 。,经启灵台，经之营之，,0.0,0.3078970611095428,0.6521232724189758
开 始 规 划 造 灵 台 ， 仔 细 营 造 巧 安 排 。 天 下 百 姓 都 来 干 ，,经起了灵台，经历了经营，普通人开始攻击。,0.0,0.1205971539020538,0.6412349343299866
仔 细 营 造 巧 安 排 。,现代汉语：经过运营， 现代汉语：经过运营，,0.0,0.3335241973400116,0.5466856956481934
仔 细 营 造 巧 安 排 。 天 下 百 姓 都 来 干 ，,经经营经，游离游离，游离游离民众攻击。,0.0,0.0856610015034675,0.566240131855011
仔 细 营 造 巧 安 排 。 天 下 百 姓 都 来 干 ， 几 天 建 成 速 度 快 。,经经营经，游私民攻，不日成的。,0.0,0.115215852856636,0.5764851570129395
天 下 百 姓 都 来 干 ，,现代汉语：普通人冲破他们的阻碍，,0.0,0.1471230387687683,0.5730181932449341
天 下 百 姓 都 来 干 ， 几 天 建 成 速 度 快 。,当普通人冲破固守，就不会立刻成功。,0.0,0.1240522339940071,0.5850175619125366
几 天 建 成 速 度 快 。,现代汉语：不是日常的。,0.0,0.031092569231987,0.5874469876289368
建 台 本 来 不 着 急 ，,现代汉语：应该不要急于开始， 现代汉语：应该不要急于开始。,0.0,0.5231766700744629,0.6049004793167114
建 台 本 来 不 着 急 ， 百 姓 起 劲 自 动 来 ，,现代汉语：经历起来不要亟待，往往少的民众才能来。,0.0,0.2559007406234741,0.6293247938156128
百 姓 起 劲 自 动 来 ，,现代汉语：许多民众来了。,0.0,0.1831913292407989,0.6172081828117371
国 王 游 览 灵 园 中 ，,王在灵团中。,0.0,0.4189471006393432,0.7691900730133057
国 王 游 览 灵 园 中 ， 母 鹿 伏 在 深 草 丛 。,王在灵团中，麋鹿挑战。,0.0,0.2021515816450119,0.7613492012023926
国 王 游 览 灵 园 中 ， 母 鹿 伏 在 深 草 丛 。 母 鹿 肥 大 毛 色 润 ，,现代汉语：王在灵团里，麦鹿挨伏，麦鹿浸浸在，,0.0,0.2905141115188598,0.6905415654182434
母 鹿 伏 在 深 草 丛 。,现代汉语： 现代汉语：麂鹿挤扎伏，,0.0,0.2643575966358185,0.618048906326294
母 鹿 伏 在 深 草 丛 。 母 鹿 肥 大 毛 色 润 ，,现代汉语：麋鹿挑战，麋鹿浇浇，,0.0,0.0929293930530548,0.6152197122573853
母 鹿 伏 在 深 草 丛 。 母 鹿 肥 大 毛 色 润 ， 白 鸟 洁 净 羽 毛 丰 。,现代汉语：麋鹿挡住，麋鹿浸浸，白鸟鹤鹤。,0.0,0.2316266894340515,0.6668635010719299
母 鹿 肥 大 毛 色 润 ，,现代汉语： 现代汉语：麂鹿浸浸，,0.0,0.240939125418663,0.5903831124305725
母 鹿 肥 大 毛 色 润 ， 白 鸟 洁 净 羽 毛 丰 。,现代汉语：麂鹿濑濑，白鸟鹤鹤。,0.0,0.3216317296028137,0.6465924382209778
白 鸟 洁 净 羽 毛 丰 。,白鸟鹅鹦鹦。,0.0,0.2122966945171356,0.7190293073654175
国 王 游 览 到 灵 沼 ，,王在灵沼， 王在灵沼。,0.0,0.4320448040962219,0.735036313533783
国 王 游 览 到 灵 沼 ， 满 池 鱼 儿 欢 跳 跃 。,王在灵沼里，跳过了牣鱼。,0.0,0.4103255867958069,0.7279936075210571
满 池 鱼 儿 欢 跳 跃 。,现代汉语：...,0.0,0.0132115930318832,0.4850651621818542
周 文 王 用 老 百 姓 的 劳 力 来 修 建 高 台 深 池 ，,文王用民力作为支撑，为沼地做了坚固的基础。,0.0,0.3390473425388336,0.689330518245697
可 是 老 百 姓 非 常 高 兴 ，,当民众开心时， 而民欢乐之，,0.0,0.1946737021207809,0.654334545135498
可 是 老 百 姓 非 常 高 兴 ， 把 那 个 台 叫 做 灵 台 ，,当民众开心时，称之为“灵台”。,0.0,0.3986898064613342,0.705142617225647
可 是 老 百 姓 非 常 高 兴 ， 把 那 个 台 叫 做 灵 台 ， 把 那 个 池 叫 做 灵 沼 ，,当民众开心时，我们称其为“灵台”，称其沼为“灵沼”。,0.0,0.5267125964164734,0.7213228940963745
把 那 个 台 叫 做 灵 台 ，,现代汉语：它被称为灵台， 现代汉语：它被称为灵台。,0.0,0.7481428980827332,0.6924421191215515
把 那 个 台 叫 做 灵 台 ， 把 那 个 池 叫 做 灵 沼 ，,现代汉语：称其台为灵台，称其沼为灵沼。,0.0,0.7032074332237244,0.781248152256012
把 那 个 台 叫 做 灵 台 ， 把 那 个 池 叫 做 灵 沼 ， 以 那 里 面 有 麋 鹿 鱼 鳖 等 珍 禽 异 兽 为 快 乐 。,现代汉语：称其台为灵台，称其沼为灵沼，并且它有多种鸟类、鱼类和鳖。,0.0,0.589264452457428,0.7204073071479797
把 那 个 池 叫 做 灵 沼 ，,现代汉语：它被称为灵沼，,0.0,0.6427066326141357,0.7357508540153503
把 那 个 池 叫 做 灵 沼 ， 以 那 里 面 有 麋 鹿 鱼 鳖 等 珍 禽 异 兽 为 快 乐 。,现代汉语：我们称其沼地为灵沼地，因为它们拥有多种动植物，如羊鹿、鱼和鳖。,0.0,0.6511785387992859,0.6677945256233215
以 那 里 面 有 麋 鹿 鱼 鳖 等 珍 禽 异 兽 为 快 乐 。,现代汉语：乐受到了很多动物的畜牧，如鹿、鸟、鱼和蝾蟬。,0.0,0.3776440620422363,0.6122252941131592
古 代 的 君 王 与 民 同 乐 ，,古代人和大众都喜欢娱乐，,0.0,0.5309250950813293,0.7261748909950256
古 代 的 君 王 与 民 同 乐 ， 所 以 能 真 正 快 乐 。,古代人和大众都喜欢娱乐，因此娱乐是古代人的乐趣。,0.0,0.5704796314239502,0.711250901222229
所 以 能 真 正 快 乐 。,现代汉语：因为它也可以让人快乐。,0.0,0.6082238554954529,0.6596265435218811
《 汤 誓 》 说 ：,现代汉语：汤承诺说：,0.0,0.6668512225151062,0.6753942966461182
《 汤 誓 》 说 ： 你 这 太 阳 啊 ， 什 么 时 候 毁 灭 呢 ？,现代汉语：汤承道：时日受伤了吗？,0.0,0.2557384967803955,0.6206366419792175
你 这 太 阳 啊 ， 什 么 时 候 毁 灭 呢 ？,现代汉语：时刻都会受到伤害吗？,0.0,0.1561501324176788,0.5851686000823975
我 宁 肯 与 你 一 起 毁 灭 ！,现代汉语：我及女妻死了。,0.0,0.3327767848968506,0.5877055525779724
老 百 姓 恨 不 得 与 你 同 归 于 尽 ，,现代汉语：人们想与他们散落，这会导致他们的灭亡。,0.0,0.379485934972763,0.6202071905136108
老 百 姓 恨 不 得 与 你 同 归 于 尽 ， 即 使 你 有 高 太 深 池 、 珍 禽 异 兽 ，,现代汉语：人们想与他们欲死，尽管有一些水源，但是 现代汉语：人们想要与他们感到孤独，尽管有一些水源，但是。,0.0,0.2580005526542663,0.5779812335968018
老 百 姓 恨 不 得 与 你 同 归 于 尽 ， 即 使 你 有 高 太 深 池 、 珍 禽 异 兽 ， 难 道 能 独 自 享 受 快 乐 吗 ？,现代汉语：人们想与自然和谐共处，尽管有一些水源，但是这种生活方式仍然是独立的乐趣吗？,0.0,0.283126026391983,0.6575286984443665
即 使 你 有 高 太 深 池 、 珍 禽 异 兽 ，,现代汉语：尽管有一些水产，但是...,0.0,0.124919094145298,0.5781139135360718
即 使 你 有 高 太 深 池 、 珍 禽 异 兽 ， 难 道 能 独 自 享 受 快 乐 吗 ？,尽管有一些水产，但是这些只能唯一地享受它们吗？,0.0,0.2659699320793152,0.6662874817848206
难 道 能 独 自 享 受 快 乐 吗 ？,现代汉语：才能独自欢迎吗？,0.0,0.468016505241394,0.6881411671638489
邹 国 与 鲁 国 交 战 。,现代汉语：苏与鲁吟。,0.0,0.2528619170188904,0.5897766947746277
邹 穆 公 对 孟 子 说 ：,现代汉语：姥公问道：,0.0,0.2553577423095703,0.5731732845306396
邹 穆 公 对 孟 子 说 ： 我 的 官 吏 死 了 三 十 三 个 ，,现代汉语：刘公问道：我有三十三死亡者， 现代汉语：刘公说：我有33死亡者。,0.0,0.6604644656181335,0.6880149245262146
邹 穆 公 对 孟 子 说 ： 我 的 官 吏 死 了 三 十 三 个 ， 百 姓 却 没 有 一 个 为 他 们 而 牺 牲 的 。,现代汉语：刘公问道：我有三十三死亡者，而人民不感到这些死亡的重要性。,0.0,0.3554059863090515,0.7020815014839172
我 的 官 吏 死 了 三 十 三 个 ，,我有三十三死亡者，,0.0,0.6185809969902039,0.7662109136581421
我 的 官 吏 死 了 三 十 三 个 ， 百 姓 却 没 有 一 个 为 他 们 而 牺 牲 的 。,我有三十三死亡者，而民不知死亡的数量。,0.0,0.365371435880661,0.7107411623001099
百 姓 却 没 有 一 个 为 他 们 而 牺 牲 的 。,现代汉语：但是，人们也不愿去死。,0.0,0.1491691321134567,0.6363933086395264
杀 他 们 吧 ，,现代汉语：打他，,0.0,0.3047899305820465,0.629730224609375
杀 他 们 吧 ， 杀 不 了 那 么 多 ；,当斥责他，则不能胜于斥责他。,0.0,0.2026362717151641,0.6408771872520447
杀 不 了 那 么 多 ；,然而，这并不能胜于死刑；,0.0,0.3931582570075989,0.6040604710578918
不 杀 他 们 吧 ，,现代汉语：我想育,0.0,-0.0349917858839035,0.529355525970459
不 杀 他 们 吧 ， 又 实 在 恨 他 们 眼 睁 睁 地 看 着 长 官 被 杀 而 不 去 营 救 。,现代汉语：如果不斩，就轻视其长痕上死而不救，,0.0,0.2476054728031158,0.6416841745376587
不 杀 他 们 吧 ， 又 实 在 恨 他 们 眼 睁 睁 地 看 着 长 官 被 杀 而 不 去 营 救 。 到 底 怎 么 办 才 好 呢 ？,若不斩，则苛害其长病，但不救，又何必？,0.0,0.3340412378311157,0.6460005044937134
又 实 在 恨 他 们 眼 睁 睁 地 看 着 长 官 被 杀 而 不 去 营 救 。,现代汉语：所以，看到他死在长袖上，没有采取救救措施。,0.0,0.2367283403873443,0.6419979929924011
又 实 在 恨 他 们 眼 睁 睁 地 看 着 长 官 被 杀 而 不 去 营 救 。 到 底 怎 么 办 才 好 呢 ？,现代汉语：所以看到他长头上死且不采取救援行动，我们应该怎么解释这种行为？,0.0,0.3324005901813507,0.6429852247238159
到 底 怎 么 办 才 好 呢 ？,现代汉语：如何才能理解这样的问题呢？,0.0,0.489102840423584,0.6750275492668152
孟 子 回 答 说 ：,孟子说：,0.0,0.7821238040924072,0.8784921169281006
孟 子 回 答 说 ： 灾 荒 年 岁 ，,"明·孟子曰：“在危险的年份，人们经常感到营养不足，” 明宏子说：“在危险的年份，人们经常感到营养不足。""",0.0,0.5739436149597168,0.6464441418647766
孟 子 回 答 说 ： 灾 荒 年 岁 ， 年 老 体 弱 的 弃 尸 于 山 沟 ，,明·孟子曰：“年坏年饥苦，急于沟壑，急于沿着沟壑的人。”,0.0,0.3012462854385376,0.6943449974060059
灾 荒 年 岁 ，,现代汉语：恶势年萧瑟，,0.0,0.3381106257438659,0.6364705562591553
灾 荒 年 岁 ， 年 老 体 弱 的 弃 尸 于 山 沟 ，,现代汉语：恶势年产贫困，您的人民老年化转变了，这是沟壑的结果。,0.0,0.1691817194223404,0.611670732498169
灾 荒 年 岁 ， 年 老 体 弱 的 弃 尸 于 山 沟 ， 年 轻 力 壮 的 四 处 逃 荒 ，,现代汉语：恶势年亏，您的人民老弱转沟壑，年轻的男性散于四方。,0.0,0.2597429156303406,0.6689414978027344
年 老 体 弱 的 弃 尸 于 山 沟 ，,现代汉语：您的民众尤为老年和弱势，转向沟壑，这是...,0.0,0.200462982058525,0.6105491518974304
年 老 体 弱 的 弃 尸 于 山 沟 ， 年 轻 力 壮 的 四 处 逃 荒 ，,现代汉语：您的民众老年弱势转移到了沟壑中，而年轻的男性分散到了四个方向。,0.0,0.4111702442169189,0.6256064772605896
年 老 体 弱 的 弃 尸 于 山 沟 ， 年 轻 力 壮 的 四 处 逃 荒 ， 差 不 多 有 上 千 人 吧 ；,现代汉语：您的民众老年弱势转移到了沟壑中，而威严的年轻人散于四方，有仅有数千人， 现代汉语：您的老年人群体转移到了��,0.0,0.4116449356079101,0.6476172208786011
年 轻 力 壮 的 四 处 逃 荒 ，,早上晴朗,0.0,0.0171950608491897,0.5301660299301147
年 轻 力 壮 的 四 处 逃 荒 ， 差 不 多 有 上 千 人 吧 ；,现代汉语：壮士散于四方，数千人各式。,0.0,0.3338242471218109,0.6439167261123657
差 不 多 有 上 千 人 吧 ；,现代汉语：很多人了。,0.0,0.404772937297821,0.6170310974121094
而 您 的 粮 仓 里 堆 满 粮 食 ，,现代汉语：但是，您的庫房工作得当，,0.0,0.2905972599983215,0.6375313997268677
而 您 的 粮 仓 里 堆 满 粮 食 ， 货 库 里 装 满 财 宝 ，,现代汉语：而你的庫房实际上充满了，财产储备充实。,0.0,0.6697480082511902,0.6811779141426086
而 您 的 粮 仓 里 堆 满 粮 食 ， 货 库 里 装 满 财 宝 ， 官 吏 们 却 从 来 不 向 您 报 告 ，,现代汉语：但是，您的庫房运营得当，临时货物充足，司机可以通过告诉你。,0.0,0.1295245140790939,0.6348738670349121
货 库 里 装 满 财 宝 ，,现代汉语：府库充满了，,0.0,0.5931013226509094,0.6692688465118408
货 库 里 装 满 财 宝 ， 官 吏 们 却 从 来 不 向 您 报 告 ，,现代汉语：府库充丰，有司马以告。,0.0,0.4795911312103271,0.6314516067504883
货 库 里 装 满 财 宝 ， 官 吏 们 却 从 来 不 向 您 报 告 ， 这 是 他 们 不 关 心 老 百 姓 并 且 还 残 害 老 百 姓 的 表 现 。,现代汉语：府库充足，但是司机没有告知，因此上午的行程较慢，下午的行程也受到影响。,0.0,0.1865149438381195,0.6147831082344055
官 吏 们 却 从 来 不 向 您 报 告 ，,现代汉语：有司莫以告，,0.0,0.3756311535835266,0.6109610199928284
官 吏 们 却 从 来 不 向 您 报 告 ， 这 是 他 们 不 关 心 老 百 姓 并 且 还 残 害 老 百 姓 的 表 现 。,现代汉语：有司莫以告，是上慢而残下也。,0.0,0.2603299617767334,0.596284031867981
这 是 他 们 不 关 心 老 百 姓 并 且 还 残 害 老 百 姓 的 表 现 。,现代汉语：是上慢而残下也。,0.0,0.1186568439006805,0.5608384609222412
曾 子 说 ：,现代汉语：曾子说：,0.0,0.7188898921012878,0.7826749682426453
曾 子 说 ： 小 心 啊 ， 小 心 啊 ！,现代汉语：曾子说：减少它害它！,0.0,0.2045198380947113,0.6886218786239624
小 心 啊 ， 小 心 啊 ！,现代汉语：别再次戒戒！,0.0,0.3453063368797302,0.5758198499679565
你 怎 样 对 待 别 人 ，,现代汉语：出现了你的，,0.0,0.018075093626976,0.5654580593109131
你 怎 样 对 待 别 人 ， 别 人 也 会 怎 样 对 待 你 。,现代汉语：出乎他的人，反乎他的人也。,0.0,0.2580388486385345,0.6202567219734192
别 人 也 会 怎 样 对 待 你 。,现代汉语：反正你也。,0.0,0.1808054447174072,0.5867081880569458
现 在 就 是 老 百 姓 报 复 他 们 的 时 候 了 。,现代汉语：但是，今天的人们才能反驳那些事了。,0.0,0.1760248094797134,0.6450356841087341
您 不 要 归 罪 于 老 百 姓 吧 ！,现代汉语：你没有特别的地方。,0.0,0.0704288855195045,0.562060534954071
只 要 您 施 行 仁 政 ，,现代汉语：您的行政方式仁慈，,0.0,0.4268764853477478,0.6773830652236938
只 要 您 施 行 仁 政 ， 老 百 姓 自 然 就 会 亲 近 他 们 的 领 导 人 ，,现代汉语：总是以仁政治行事，这让人感到自己的利益与政策紧密相连。,0.0,0.2787743210792541,0.6364148259162903
只 要 您 施 行 仁 政 ， 老 百 姓 自 然 就 会 亲 近 他 们 的 领 导 人 ， 肯 为 他 们 的 长 官 而 牺 牲 了 。,现代汉语：总是你的仁政令人温馨，民众感到很贴心。但是，当你死亡时，他们的怀念将永远深深。,0.0,0.2131031453609466,0.6530138850212097
老 百 姓 自 然 就 会 亲 近 他 们 的 领 导 人 ，,这个民众的家庭背景 现代汉语翻译：这个民众的家庭背景,0.0,0.1678139269351959,0.5394773483276367
老 百 姓 自 然 就 会 亲 近 他 们 的 领 导 人 ， 肯 为 他 们 的 长 官 而 牺 牲 了 。,这样的民众，当死亡时，他们的长命就没了。,0.0,0.2035974562168121,0.6913206577301025
肯 为 他 们 的 长 官 而 牺 牲 了 。,现代汉语：长生不竭，这是一个句子的翻译。,0.0,0.1278994232416153,0.581350564956665
孟 子 说 ：,孟子说：,0.0,0.893598735332489,0.9999998807907104
孟 子 说 ： 改 变 同 样 类 型 的 田 土 ，,明·孟子说：“简化田耕，” 明孟子说：“简化田耕”。,0.0,0.5680475234985352,0.6912317276000977
孟 子 说 ： 改 变 同 样 类 型 的 田 土 ， 减 少 税 收 ，,明·孟子说：“简化田耕，减少税收，” 明子说：“简化田耕，减少税税税税税税税税税税税税税税税税税税税税,0.0,0.4430049657821655,0.7172995805740356
改 变 同 样 类 型 的 田 土 ，,现代汉语：他的田地非常容易管理， 现代汉语：他的田地非常容易管理。,0.0,0.4722481369972229,0.5906528830528259
改 变 同 样 类 型 的 田 土 ， 减 少 税 收 ，,现代汉语：易得田地，薄则税收，,0.0,0.4987939596176147,0.6710840463638306
改 变 同 样 类 型 的 田 土 ， 减 少 税 收 ， 就 可 以 使 人 民 富 裕 了 。,现代汉语：如果政府做好管理，减轻税赋，民众就能得到更多的财富。,0.0,0.5235837697982788,0.7226582169532776
减 少 税 收 ，,现代汉语：薄乏税收，,0.0,0.598430335521698,0.7108169794082642
减 少 税 收 ， 就 可 以 使 人 民 富 裕 了 。,若轻税，民众才能赚取财富。,0.0,0.7322680354118347,0.7577475309371948
就 可 以 使 人 民 富 裕 了 。,现代汉语：民众可以通过合法方式获取财富。,0.0,0.6355150938034058,0.644114077091217
饮 食 按 季 节 ，,现代汉语：当我们吃的时候， 现代汉语：当我们吃的时候，,0.0,0.618005633354187,0.5456947088241577
饮 食 按 季 节 ， 使 用 按 社 会 行 为 规 范 ，,现代汉语：当我们吃的是什么，用它是什么？,0.0,0.2012871205806732,0.5734653472900391
饮 食 按 季 节 ， 使 用 按 社 会 行 为 规 范 ， 财 物 就 用 不 完 了 。,当你吃它的时候，用它的礼仪，财产不可以用。,0.0,0.4455700516700744,0.6633710861206055
使 用 按 社 会 行 为 规 范 ，,现代汉语：用以表示礼仪，,0.0,0.4095066785812378,0.5856083035469055
使 用 按 社 会 行 为 规 范 ， 财 物 就 用 不 完 了 。,现代汉语：使用礼仪并不能胜过财产。,0.0,0.4341378211975097,0.6366257071495056
财 物 就 用 不 完 了 。,现代汉语：财产也不能比胜。,0.0,0.5513316988945007,0.6424140930175781
人 民 没 有 水 和 火 就 不 能 生 活 ，,现代汉语：人们不仅仅依赖于水和火，生活也需要更多的元素。,0.0,0.5654730796813965,0.6943053603172302
人 民 没 有 水 和 火 就 不 能 生 活 ， 求 借 水 和 火 ，,现代汉语：人民的生活不可禁，只要求水火，,0.0,0.4558451175689697,0.7043873071670532
人 民 没 有 水 和 火 就 不 能 生 活 ， 求 借 水 和 火 ， 没 有 不 给 的 ，,现代汉语：人民的生活不可禁，依赖于水和火，没有带有不同意的情形。,0.0,0.4820157289505005,0.734302818775177
求 借 水 和 火 ，,现代汉语：我想养一个孩子，,0.0,0.1765732914209365,0.5843530297279358
求 借 水 和 火 ， 没 有 不 给 的 ，,现代汉语：要求水火，不仅要有人同意，还需要合途。,0.0,0.4600233435630798,0.6403845548629761
求 借 水 和 火 ， 没 有 不 给 的 ， 因 为 相 当 充 足 。,现代汉语：要求水火，不管有没有人，只要足够，就可以了。,0.0,0.6516474485397339,0.6666138172149658
没 有 不 给 的 ，,现代汉语：没有没有仅仅是一种孤独，与仅仅是一种孤立。,0.0,0.1280772536993026,0.6262621283531189
没 有 不 给 的 ， 因 为 相 当 充 足 。,现代汉语：没有没有人，直到足下。,0.0,0.3992771506309509,0.6082369089126587
因 为 相 当 充 足 。,现代汉语：到此为止。,0.0,0.5538333058357239,0.5762814283370972
圣 人 治 理 天 下 ，,现代汉语：著名的伟大人治下地球，,0.0,0.4998130202293396,0.6562568545341492
圣 人 治 理 天 下 ， 使 豆 类 、 谷 类 象 水 和 火 一 样 充 足 。,现代汉语：佛教的佛人治理下，使得有菽子像水火一样丰富。,0.0,0.5210824608802795,0.7215880751609802
使 豆 类 、 谷 类 象 水 和 火 一 样 充 足 。,现代汉语：使用珠粒如水火。,0.0,0.1893035322427749,0.62236487865448
谷 类 植 物 象 水 和 火 一 样 充 足 ，,现代汉语：菽粟像水火一样， 现代汉语：菽粟像水火一样。,0.0,0.4623398780822754,0.6529200077056885
谷 类 植 物 象 水 和 火 一 样 充 足 ， 人 民 哪 里 会 有 不 愿 意 与 人 相 互 亲 爱 的 呢 ？,现代汉语：柴米如水火，但是是否有没有仁心的人真是简单啊？,0.0,0.241678237915039,0.6125990748405457
人 民 哪 里 会 有 不 愿 意 与 人 相 互 亲 爱 的 呢 ？,现代汉语：但是，有没有那些不仁的人？,0.0,0.3387577831745147,0.6200739741325378
孟 子 说 ：,孟子说：,0.0,0.893598735332489,0.9999998807907104
孟 子 说 ： 孔 子 登 上 东 山 就 觉 得 鲁 国 小 了 ，,孟子说：孔子登东山而小鲁。,0.0,0.5414846539497375,0.850553572177887
孟 子 说 ： 孔 子 登 上 东 山 就 觉 得 鲁 国 小 了 ， 登 上 泰 山 就 觉 得 天 下 小 了 ，,孟子说：孔子登东山而小鲁，登泰山而小天下。,0.0,0.7226958274841309,0.836385190486908
孔 子 登 上 东 山 就 觉 得 鲁 国 小 了 ，,孔子登东山而小鲁。,0.0,0.4773173928260803,0.7896063327789307
孔 子 登 上 东 山 就 觉 得 鲁 国 小 了 ， 登 上 泰 山 就 觉 得 天 下 小 了 ，,孔子登东山而小鲁，登泰山而小天下。,0.0,0.7160765528678894,0.7955339550971985
登 上 泰 山 就 觉 得 天 下 小 了 ，,现代汉语：登泰山，就是一个小世界。,0.0,0.4997101426124573,0.6992781758308411
所 以 观 看 过 大 海 的 人 难 以 赞 叹 一 般 的 水 ，,现代汉语：因为海洋生物难以适应水环境， 现代汉语：因为海洋生物难以适应水环境，,0.0,0.5158235430717468,0.5906755924224854
所 以 观 看 过 大 海 的 人 难 以 赞 叹 一 般 的 水 ， 在 圣 人 门 下 学 过 的 人 难 以 被 一 般 言 论 所 吸 引 。,因为海水很难，但是在圣人的门前，说话也很难。,0.0,0.4153432250022888,0.6813437342643738
在 圣 人 门 下 学 过 的 人 难 以 被 一 般 言 论 所 吸 引 。,现代汉语：如果游到圣人的门前，说话就很难。,0.0,0.4051048159599304,0.6616194844245911
观 看 水 有 方 法 ，,现代汉语：看水有技巧， 现代汉语：看水有技巧。,0.0,0.7671312093734741,0.7090196013450623
观 看 水 有 方 法 ， 一 定 要 看 它 壮 阔 的 波 澜 。,现代汉语：如果你看到水，你就必须看到它的急流。,0.0,0.4611565470695495,0.7084313035011292
一 定 要 看 它 壮 阔 的 波 澜 。,现代汉语：我得看看那澜子。,0.0,0.3341179490089416,0.6317961812019348
日 月 有 无 比 的 光 辉 ，,现代汉语：日月明亮， 现代汉语：日月明亮。,0.0,0.7529234886169434,0.6382852792739868
日 月 有 无 比 的 光 辉 ， 小 缝 隙 也 能 照 射 进 去 。,当日月明，必须曝光。,0.0,0.3169416189193725,0.6857945322990417
小 缝 隙 也 能 照 射 进 去 。,现代汉语：如果容照眼，就必须带来光。,0.0,0.3832537531852722,0.5937860608100891
流 水 的 本 性 ，,现代汉语：流水就像物，,0.0,0.433214008808136,0.6869015097618103
流 水 的 本 性 ， 不 充 满 水 坑 就 不 会 流 走 。,流水象征着自然的力量，不盈科不行。,0.0,0.449855625629425,0.6911935210227966
不 充 满 水 坑 就 不 会 流 走 。,现代汉语：如果学科不留学，就不行了。,0.0,0.1659175753593444,0.6576941609382629
